tweet,label
to c febre,1.0
4h da manhã e eu aqui morrendo com 39C° de febre,1.0
Não conseguiam achar minha veia no braço foram furar a mão saiu sangue pra todo lado. A enfermeira não consegue encaixar o tubo de inalação admiro muito no pessoal da saúde mas gente precisam se organizar. Eu só vim pro medico pq tive febre e falta de ar e fiz a avalição no app,1.0
Acordei essa madrugada com falta de ar é péssimo jesus,1.0
Isso 15 dias atrás e eu AINDA tô tossindo igual cachorro véio Médico passou levodropizina que ajuda mas no meio da madrugada parece que sou possuída pelo Mutley (da corrida maluca) com a tosse dando aquela puxada aguda Isso uma gripezinha... imagina o Corona,1.0
Cara meu afilhado tá com 39° de febre... Monique chorando de um lado e eu sem saber oq fazer de outro,1.0
O relincho meu pai. Aspirina também é bom pra dores e febre mas toma ela pra dengue (que tem os dois sintomas) pra ver só.,0.0
Frozen 2  Dois Irmãos  Malevóla 2 e mais: saiba as principais novidades do mês na @PrimeVideoBR http://febreteen.com.br/2020/04/frozen-2-dois-irmaos-malevola-2-e-mais-saiba-as-novidades-do-mes-na-amazon-prime-video/ RT,0.0
Tu já tomou hoje lixo? Áaah mas E daí? Passa cloroquina depois de tomar a vacina pra febre aftosa.,0.0
Esclareça uma dúvida minha  quando vc pronuncia a palavra humildade  não te dá tosse?,0.0
tentando descobrir se é só frio ou é febre,1.0
to com muita falta de ar sera covid 19 ?,1.0
Ninguém: Meu nariz: acho q vou entupir aqui até vc sentir falta de ar e achar q tá com coronga,1.0
Só quem sofre de ansiedade sabe o sofrimento de dor no peito e falta de ar que as pessoas sentem quando são infectadas pelo covid-19,0.0
é galera tó com corona mesmo... Falta de ar dores fortes no estômago dores no corpo e na cabeça fadiga tosse seca...,1.0
Preciso de um inalador urgente não tem uma noite que eu consiga dormir de tanta falta de ar,1.0
Minha tia foi pro hospital fazer exame pra saber se está com o coronavírus. Muita falta de ar tosse mal consegue falar. Sintomas começaram a aparecer hj. Ruim é que mora com meus avós duas crianças (filhos dela) e o marido.,1.0
Falta de ar é moiado se sentir cansaço e falta de ar por andar pouco vai no ps,1.0
Outra coisa que não vi foram informações sobre como o vírus age. Ok sabemos os sintomas. Mas existe um ciclo? Primeiro febre depois tosse depois falta de ar? Ou não tem uma lógica? Muitas doenças tem um ciclo lógico.,0.0
essa daí que ta tocando da até febre,1.0
Conversem com os amigos... os familiares....com os mais jovens  o contágio é gigantesco...pode vir no ar....na tosse...espirro...sola dos sapatos....em sacos de supermercado... embalagens etc... Vamos juntos vencer esse vírus...vai passar....,0.0
peguei corona apresentei os sintomas no dia 18/03 e só tô me sentindo melhor agr. Não tenho nenhum problema respiratório mas tive uma falta de ar constante nas duas primeiras semanas (alem de febre leve dor de cabeça). mesmo quem tá fora do grupo de risco (como eu) é péssimo.,1.0
Esperando esse Gif com o corona vírus e todos os vírus brasileiros como dengue Zika febre amarela...,0.0
me da um aperto no peito  uma falta de ar e parece q a todo momento eu quero vomitar  n aguento mais issoooo,1.0
COMO SE PEGA UMA GRIPE NORMAL? A gripe pode ser transmitida através da tosse ou espirro de uma pessoa doente: As gotículas de líquido com o vírus são espalhadas pelo ar Você também pode espalhar o vírus ao proteger a boca  ao tossir ou espirrar  em seguida segurar algum objeto,0.0
dor no corpo febre garganta dor de cabeça gripe e torce mais estou só com a torce. pq tomei uma vacina mais não é pq médico falou nada. tem uns amigos que teve o mesmo problema que eu,1.0
Tô sentindo dor no peito a semanas e dificuldade pra respirar tô começando a ficar paranóico já kkkk,1.0
Desafios do home office: como lidar com o latido do meu cão a britadeira quebrando a calçada da rua minha irmã assistindo vídeo-aulas sem fone porque todos estão quebrados um pai com febre e respectivamente uma mãe em desespero.,1.0
Pouca coisa. A tosse tá menos frequente,1.0
9° e falta de ar. Preciso ir ao médico? #perguntacoronavirus #perguntacorona,0.0
É preocupante   se a febre persistir melhor voltar ao médico . Melhoras !,1.0
thelmaaaaaaaaaaaaaaaaaaaaaa #ProvaDeResistencia,0.0
Para quem não sabe quais são os sintomas desse #coronavirus ou #COVIDー19 são esses aqui: - tosse - febre - dor de garganta - E SENTIR UM PUTA TESÃO EM VIAJAR PARA OUTROS PAÍSES,0.0
Falta de ar  né minha filha,1.0
Quando trocamos a sensatez pela loucura? Senhor dos anéis A febre amarela tá matando muito mais! A corrupção endêmica mata muito mais! Mas o caos e mais sensacionalista chama mais atenção!,0.0
Se a gestão do hospital não tivesse comprado minha briga segundo a Amil eu deveria sair do hospital e ir andando até o próximo que fizesse o exame. Mesmo com falta de ar Mesmo com febre Mesmo com tosse Mesmo com todos os sintomas,1.0
O que dizer de alguém cuja arroba é taoquei. Gado demais. Talvez vocês estejam livres do corona mas cuidado com a febre aftosa.,0.0
Um tio avô meu morreu ontem c falta de ar e uns problemas pulmonares e nao deu tempo de fazer teste nele e ele morreu. Nao teve nem velório,1.0
Coronavírus: tigresa testa positivo para Covid-19 após apresentar tosse seca https://www.tudocelular.com/tech/noticias/n154775/coronavirus-tigresa-testa-positivo-covid-19.html via @Tudo_Celular,0.0
Bom eu que já estava agoniada passando mal de ansiedade (enjôo) agora vou ter um treco. Dona Cida entrou no quarto reclamando acha que está com febre. Senhor me ajuda. :(,1.0
Sangue fogo mais to com febre dor no corpo dor de garganta e tossindo e falta de ar ( mais é meu normal porque tenho bronquite asmática) #coronavirusnobrasil #COVID19 que seja só uma gripe amém ! Devido a mudança de clima aqui em #camposdojordão,1.0
Fiquei o primeiro tempo suando feio e tremendo e com falta de ar,1.0
tô com febre e dor de cabeça...........,1.0
Finalmente controlando minha ansiedade Ontem tava foda Ai os sintomas Coraçao acelerado Falta de ar Maos frias Pés frios Causando calafrios Falta de apetite O surto vem né,0.0
quando a gente tá respirando normal (não tem falta de ar) mas parece que tá com uns 50 kg em cima do peito é coronavirus ou crise de pânico/ansiedade?,1.0
Falta de ar e coriza E vamos de mais um dia se questionando se é alergia ou coronavírus,1.0
toda vez que sinto frio fico em choque achando que to com febre,0.0
Ele chega sorrindo fala sorrindo e tosse sorrindo... COMO NÃO ME APAIXONAR?,0.0
Falta de ar  arritmia  dor no peito. E ainda pra completar tô com a ansiedade a mil por causa de $$. Vem rivotril que hoje vou lhe usar.,1.0
Tem uns três que eu tô tendo um desconforto pra respirar  tosse seca  e alguns episódios de falta de ar  além de dores musculares e dores de cabeça  mas como não apresentei febre e nem falta de ar frequente  recebi a recomendação de tomar dipirona e observar os sintomas.,1.0
Mano eu to com uma tosse q seila.... tá me preocupando,1.0
A noite eu ainda leio sobre o coronga e me bate instantaneamente falta de ar dor no peito e desespero. Quero ver meus filhos crescerem.,0.0
acho que a febre tá passando,1.0
Se conhecer alguém q está sem convênio e está com sintoma da COVID-19 (tosse febre falta de ar dor de garganta) oriente para entrar na plataforma do Missão Covid - http://www.missaocovid.com.br uma plataforma que conecta o paciente com um grupo de médicos #UnidosComBolsonaro,0.0
Cara na cara pele na pele suor pingando o corpo em febre,0.0
Só se você está internado ou com falta de ar o Brasil está vivendo uma calamidade. Acho@que temos que identificar o maior número de casos mais não é isso que está acontecendo.,0.0
estou com febre  preocupante? talvez.,1.0
Eu vejo todo mundo se movimentando   cantores   empresas   igrejas   ongs ... E o governo e demais políticos ? Era hora do Lula doar ao menos uns 10milhoes   Bolsonaro reduzir o Salário . Enquanto isso os bestas brigando por eles   e eles nem aí pra gente,0.0
on @YouTube: A loucura estatista é doença mais grave que a febre de Wuhan,0.0
garganta inflamada fraqueza febre aiii,1.0
#BBB20: @felipeneto discute com fãs de Gizelly após comentário racista da advogada! http://febreteen.com.br/2020/04/bbb20-felipe-neto-discute-com-fas-de-gizelly-apos-comentario-racista/ RT,0.0
Nunca vou esquecer que tive que fingir uma tosse pq comecei a rir enquanto a mulher falava pq o Raphael fez essa piada. Ela me olhou feio eu juro,1.0
É O BRILHO DO TEU OLHAR Q ME LEVA A LOUCURAAAAAA PODE SER MINHA CURA ESSAA FEBRE DE AMAR FAZ O Q QUER DE MIM,0.0
Tosse,0.0
ai seguidores acabei de fazer uma consulta com um médico online e no final das contas ACHAMOS que o coronga mão me pegou não é só uma bactéria que tá nessa tosse do caralho vamo de antibioco e ver se melhora,1.0
eu acordando no show do zoi de gato dps de uma noite de febre e tosse,1.0
Não acredito. Estou com uma gripe forte faz 10 dias com tosse constante. Você não tossiu em nenhum vídeo.,1.0
Bom dia querida Maah. O Bozovírus com a Febre Aftosa causam esta deterioração mental.bjs,0.0
Nossa tava achando até q tava com o vírus pq tava com falta de ar de tanto nervoso kkkkkkkk,0.0
Todo dia nesse mesmo horário a falta de ar ataca,1.0
#MandettaGenocida as pessoas só vão entender quando alguém próximo morrer. Por que acreditar que o sistema de saúde brasileiro é melhor que o americano italiano espanhol ??? Não queiram ver alguém que vcs amam morrendo com falta de ar não desejo isso nem para o Bolsonaro.,0.0
Covid nenhum caso... Só aumentou um pouco os casos de morte onde a testa aparece furada depois de uma febre...,0.0
A falta de ar da pneumonia é horrível. Vc levanta falta ar vc fala falta ar vc sobe a rua falta ar vc sabe que tem muito ar no mundo falta ar. Eu melhorava ficando um pouco no sol com as costas no sol. O calor parece que ajudava bastante. Além dos remédios.,1.0
tô com tosse será que coronguei,1.0
fiquei com falta de ar quando vendo foto sua,0.0
A sorte é tão grande que acordei com febre e agora tô com herpes labial  OS 21 VEM COMOOO?,1.0
Sorte desse senhor que está bem  mas e se ele estivesse no SUS com falta de ar e precisasse de um respirador e não tivesse? O médico pediria alguém para fazer respiração boca a boca nele? É isso @alexandregarcia?,0.0
2 vez que começo a sentir falta de ar.. preocupante,1.0
Me deu um pouco de febre hoje devo me preocupar?,1.0
ta com falta de ar?,0.0
Quero notícias! E se tiver com falta de ar vai no médico por favor @milateenorio,1.0
Diz isso para aqueles que estão com grave falta de ar que não irão tentar o uso do remédio pq não existe confiabilidade que possa funcionar....,1.0
Meu marido trab na av. Paulista em jan tive uma gripe terrível fiquei de cama uns 7 dias peguei do meu marido q teve sintomas leves em fev ele teve muita tosse e dores de cabeça e dessa vez eu não peguei pq decidimos que ele dormiria no sofa pq to gravida! Acho que foi covid.,1.0
Mana e essa tosse?,1.0
Tem gin pra combater,0.0
#perguntacorona como fazer se vc está com tosse dor de cabeça dor forte na garganta e mora com 8 pessoas? Se não tem teste disponível?,1.0
Ouvi comentários da enfermagem que cada teste do covid custa 400 reais para o SUS não sei se isso é verdade ou não. Fui dispensada com medicação pra gripe e orientada a retornar em caso de falta de ar. Espero que seja somente uma gripe.,0.0
Febre Amar ela,0.0
Absurdo! Meu pai está com sintomas claro de COVID-19.Foi ao médico duas vezes e mandaram voltar pra casa não fizeram ao menos um teste nele sendo que os sintomas dele é um dos mais graves FALTA DE AR!! Está com tosse seca garganta doendo absurdo Isso! #SPTV #GovSP #BDSP,1.0
Nessas crises você não chegou a ter febre né?,1.0
Ai eu estou no ônibus e umas 5 pessoas começam com a tosse sem parar to quase pulando pela janela,1.0
Uma pessoa do meu time lá na Moderna (Santillana) confirmou para positivo no teste de Covid-19 após dias de febre. Não tá fácil não amigos se cuidem.,1.0
Menina  to com febre ! Não é de ressaca  fodeu! Mas tá bom  amanhã acordo boa,1.0
Tite  Chicão e guerrero,0.0
Bacurau ainda está com uma produção e captação de áudio boa. Uns filmes do cinema pernambucanos mais antigos tinha que assistir usando fones de ouvido legendado e voltando várias cenas pra entender direito o que estava sendo dito tipo no filme A febre do rato.,0.0
AMBULÂNCIA: - Falta de ar em repouso - Dificuldade respiratória - Dor torácica opressiva - Pele gelada/pálida/suor frio/manchas roxas - Alteração do sensório (confusão/não responde/não acorda) - Rosto ou lábios azulados - Oliguria/anúria - Tosse com sangue - Sinais meningeos,0.0
to com falta de ar vou morrer,1.0
A minha mae segurando a tosse no ônibus KKKKKKKKKKKKKK parece q vai explodir,1.0
tosse e febre hm tomara que seja corona,1.0
Ótimo. Voltem a trabalhar. Mas lembro que gente morta não trabalha e não gera lucro. Quando começar a morrer o seu vizinho  sua vovó  sua mamãe  seu papai  quando tiver gente morrendo na frente da sua casa de falta de ar  aí teremos sim um lockdown. O barato vai sair caro.,0.0
eu ri do seu tweet e tive um pensamento bem idiota-bolsonaro: e se o povo que tá infectado tirar a máscara será que não melhora a falta de ar? shame on me,0.0
Ahhhh meu anjo vá pastar vai!!!! quer dizer então que o seu Deus predestina a morte de varias pessoas com falta de ar só por que ja está escrito!! vá se tratar dessa doença,0.0
comecei a passar mal e a ter falta de ar do nada mds socorro,1.0
Fiquei pensando no vírus e quis me dar tosse. Me distrai e não senti vontade de tossir. Ansiedade tá foda,1.0
inferno não devia ter ligado o ventilador agora to com tosse e todo mundo vai achar que é coronavírus,0.0
Nosso The Wanted está de volta dessa atualização ou é um surto coletivo?: http://febreteen.com.br/2020/04/nosso-the-wanted-esta-de-volta-dessa-atualizacao-ou-estamos-nos-iludindo/ RT,0.0
Tosse bastante kkkkkkkk,1.0
Um grupo de amigos ligou chamando para um churrasco em pleno isolamento. Olha a vontade de jogar uma tosse do bolsonoro na cara de cada um não ta escrita #FicaEmCasaCaralho,0.0
Saindo do trabalho com febre e dor de cabeça . Espero não ter entrado pra estatística .,1.0
To com falta de ar estou nervosa ou seja a alergia ataca quando eu fico nervosa quando algo me preocupa,0.0
A falta de ar da Nairobi da uma agonia que só,0.0
Gizelly não tira o nome do prior da boca que saco,0.0
A Etec não é necessariamente culpa de vcs,0.0
Ele é chegado numas ervas só que um mês depois dessa postagem passou 1 mês internado com problema respiratório tb ou seja a tosse não curou com as ervas ele tem mania de automedicação.,1.0
Ai senhor ajuda aí. Tira essa febre da minha menina,1.0
Em 2015 nós vivemos mesmo a febre de um app chamado DUBSMASH ou foi apenas um delírio coletivo,0.0
as vezes eu suspeito de que algum familiar meu esteja com corona as vezes eu suspeito que eu esteja com corona sabe é difícil diferenciar tosse contaminada por esse virus da nao contaminada,1.0
queimando de febre e com náusea obaaaa,1.0
Galera deu ruim pra mim :( acordei de madrugada com febre altíssima dor de garganta e falta de ar aí fui pro hospital e rapidamente pediram pra eu fazer vários exames e me isolaram. o resultado saiu agora deu que estou com sintomas de ser o amor da sua vida,0.0
Vc é burro hein... Deve ser febre aftosa cuidado pra não espalhar por aí...,0.0
Bicho  é muito ruim usar máscara qiando você tem falta de ar,0.0
Aproveitando q se passaram 15 dias e eu to numa boa pra contar... tive que levar minha irmã no hospital pq ela tava com dificuldade pra respirar e tosse seca. Quase tive um troço. No fim era uma infecção pulmonar que tava feia e 0 rastro de manchas no pulmão. Até agora to viva.,1.0
SOCORRO! Walt Disney World fará transmissão ao vivo de #HappilyEverAfter http://febreteen.com.br/2020/04/walt-disney-world-fara-transmissao-ao-vivo-de-happily-ever-after/ RT,0.0
Hoje eu dei uma piorada doida com febre e tosse forte que fica até difícil de respirar Mas to me cuidando aqui (mentira to comendo só lixo) Obrigado por perguntar,1.0
Cebolinha sem contar q nos EUA acontece o mesmo que no BR. Minha prima mora em Chicago. Ela estava com todos os sintomas mas como a falta de ar não era forte o médico disse pra ficar em casa. Não fez exame e não está nas estatísticas! Já está bem!,0.0
Gente só eu que prendo a respiração quando alguém tosse ou espirra?,0.0
esse numero de casos confirmados de coronavirus no brasil é totalmente mentira. 3-4 amigos foram até o hospital apresentando os sintomas e com febre e foram mandados pra casa sem avaliação porque não pertencem ao grupo de risco. O numero no brasil é MUITO maior,1.0
Meu Deus já estou ficando preocupado  indo por 7 dia tendo febre,1.0
E o brilho do seu olhar  que me leva a loucura pode ser minha cura essa febre de amar  faz o que quiser de mim faz o bem  faz o mal  nosso amor será sempre assim o brilho de CRISTAAAAL,0.0
Com somente febre deve-se procurar ajuda médica?,1.0
to precisando sair com os de vdd e dar risada até sentir falta de ar,0.0
Tô com uma tosse de cachorro,1.0
da até falta de ar mano,1.0
Me deu agonia em ver a sensação é q vc tá com falta de ar,0.0
sem dor de garganta tô com uma tosse seca chata,1.0
e esses maluco q tosse e nem tampa a boca,1.0
Tô com uma tosse seca e sentindo um pouco de falta de ar ...... ai ai Deus,1.0
Dove Cameron perde membro da família devido ao coronavírus: https://febreteen.com.br/2020/04/dove-cameron-perde-membro-da-familia-devido-ao-coronavirus/ RT,0.0
meu gato doente com febre infecção e etc   minha mãe quer deixar ele fora de casa mesmo ele estando nessa situação,0.0
Ou pros envolvidos aí que fizeram meu dia top virar um lixo parabéns Além de saberem que to com suspeita não posso passar nervoso porque se não da falta de ar Agora tô com falta de ar e quem vai acudir?,1.0
Eu tava meio gripada semana passada e começo dessa semana com tosse doe de garganta enfim meu pai fez um cha de uma folha q ele plantou aqui em casa  tomei por 4 dias to renovada juro,1.0
eu depois de uma noite com febre e dores no corpo,1.0
na quarentena eu to sempre me questionando: febre ou calor. até agora foi só calor. #voltafrio,0.0
Minha irmã tá no hospital falta de ar e intestino ruim vou chorar,1.0
Rinite não dá febre,1.0
e o mini infarto que eu tenho toda vez que uma criança tosse? já botei termômetro 20 vezes,1.0
eu acordei com febre e dor no pulso  muito massa muito show,1.0
Mds fona fica de olho pra ver se ta com febre e se cuida pfvr,0.0
Eles relataram sintomas da doença como tosse febre e falta de ar e disseram que não receberam nenhuma orientação ou visita de agente público,1.0
Eu acho que vou ficar com febre..........,1.0
Estudo de uso de HCQ em pacientes com sintomas moderados mostram que há melhora na febre na tosse e na pneumonia... 62 pacientes estudo randomizado de Wuhan...,0.0
todo lugar as pessoas de máscaras com medo de acontecer algo nos transportes e lugares público as pessoas fazendo os mínimos movimentos de encostar no outro ou em qualquer lugar uma tosse ou espirro todo mundo te olha,1.0
Casos graves = muita falta de ar e febre,0.0
falta de ar: não sei se é COVID-19 ou só ansiedade,1.0
Mt ruim falta de ar praticamente todo dia tô no 3° ano e só continuo pensando se tô fazendo as escolhas certas medo de falhar dor no peito e esse sentimento de vazio. Fico me sentindo inútil e me comparo com todo mundo tá complicado tomando 3 pílulas p/ dia p ansiedade :(,0.0
Sorte que eu tinha consulta marcada hj e não precisei ir no hospital já aproveitei pra ver essa minha tosse q não sara nunca,1.0
Vc tá com o vírus ou está chorando cuidado com essa falta de ar  desculpe no Ceará não tem favela demagogia pura !!!,1.0
O paredão que o Brasil queria. BBB tá tipo game of thrones quando o pyong eliminou o Gui foi tipo o casamento vermelho. Mas ngm esperaria que o John Prisnow e Babu Targherian iriam sair por cima e destruir o castelo da Marsersei,0.0
Boa alimentação reduz o cigarro e fique atento em relação à tosse. Não deve ser nada grave logo estará novinho em folha.,0.0
.@PyongLeeTV chora ao encontrar seu filho pela primeira vez: http://febreteen.com.br/2020/03/pyong-lee-chora-ao-encontrar-seu-filho-pela-primeira-vez/ RT,0.0
KkKkkKKK qlqr hora do dia q vc sente aql falta de ar marota é ela agindo,1.0
A cada dia que passa mais falta de ar kkkkkkkkkkkkkkkkkk,1.0
eu: minha vó em crise de n poder dar uma saidinha recebendo mais pedido de ajuda doq Jesus na segunda guerra mundial no home office meu pai q nao consegue assistir nada sem narrar minhas paranoias q qlqr tosse já inicio minha carta de despedida,0.0
Essa febre não é do corona não!!!,0.0
gotículas contaminadas de saliva são impelidas geralmente através de um espirro e acabam por ser depositadas na conjuntiva mucosa nasal boca ou pele de outras pessoas podendo ser gerados ainda através da fala e tosse. São fonte de propagação de moléstias inclusive da Covid,0.0
Do nd fiquei com febre,1.0
Tem criança com febre de 38° Tosse Dor de cabeça Meu Deus do céu eu vou surtar,1.0
caraio a febre das live do instagram eh real,0.0
BBB20: @manugavassi conta mais detalhes sobre série de vídeos que fez antes de entrar no confinamento: http://febreteen.com.br/2020/04/bbb20-manu-gavassi-conta-mais-detalhes-sobre-serie-de-videos-que-fez-antes-de-entrar-no-confinamento/ RT,0.0
Essa bozo é uma piada mundial!!! E o Bando de gados apoiam! As vezes me pergunto que a pandemia é de Corona vírus ou febre aftosa!!,0.0
as vezes fico pensando se to com suspeita de Covid  to com tosse seca  dor de garganta,1.0
bem assim,0.0
#BBB20: Babu conversa com Marcela e Ivy sobre o Now United,0.0
Tô com dor de garganta e falta de ar Vai quebrando senhor toda a feitiçaria,1.0
Agora entendo pq uma mulher chamada mãe Dilma Rousseff Dina dizia para estocar vento ela já previa o corona vírus e a dificuldade para respirar depois q é contaminado,0.0
Pronto atendimento SÓ EM ULTIMO CASO!!! Falta de ar IMPORTANTE ou febre que não melhora por nada depois de medicações,0.0
To bebo de febre,1.0
Tô com tosse e coriza... Mas tá tudo bem gente.,1.0
e eu que tive crise de panico e comecou a me dar falta de ar e ai eu comecei a sentir todos os sintomas (?) isso foi sabado e eu realmente achei que ia morrer,1.0
O babado e a falta de ar.! Se sentir todo esses sintomas e a falta de ar FODEU,1.0
enfia o dedo no seu cu e tosse então,0.0
Eu to com falta de ar e 99% de certeza que é psicológico.,0.0
Tô de quarentena a vários dias NO ÚNICO dia que eu saio um senhor tosse em mim puta merda mano.,1.0
e não sei o que fazer,0.0
é brimks eu sei que tem médico que fala virose pra tudo mas é que 983921748972 mil sintomas leves de doença viral é tudo igual: tosse dor de garganta as vezes febre as vezes mancha no corpo as vezes dor na barriga as vezes diarreia até PARALISIA FACIAL amores éeééééé,0.0
Acho meio exagerado considerar febre isolada pra procurar hospital mas apenas em casos persistentes ou recaída.,0.0
meu vô: tu viu que o acessor do bolsonaro tá com coronavírus? ele tinha q pegar tbm mas só pra ver o que é bom pra tosse não pra morrer ver que é verdade fica falando que é mentira vai ver que é verdade,0.0
Na minha época de escola as meninas escreviam o nome dos cara do KLB na última folha do caderno hahahaha era febre,0.0
sim 70 anos estava com O2 tosse e &#13dispneia tinha histórico de comorbidades. evitem visitar grupo de risco nos proximos 3meses pelo menos.,0.0
Aí,0.0
Eu achando q tava frio só por tá frio mesmo e do nada MANO CÊ TA É COM FEBRE VOCÊ TA PEGANDO FOGO VÉI,1.0
dois vizinhos meus tão numa tosse braba q só misericórdia tão tentando me assustar é,1.0
PAU NO CU FLAY,0.0
#BDSP se minha filha de 8 anos tiver febre na dúvida não posso dar ibuprofeno?,0.0
Claro que eu tô com febre no último dia de antibiótico (extraí dois dentes não é coronga),1.0
Psé amiga Nem fui trabalhar ontem fui hoje mais ja to indo pra casa que não to aguentando de dor no olho e na cabeça. To com um pouco de febre e to muito cansada,0.0
world_wildlife health who Triste realidade mas é fato e para reflexão: Gaia em febre! #respeitoaosanimais #life #amor #vida #love https://www.instagram.com/p/B-cV8uMnqxvg-kxEj-bh6xkx1kDPe-K_L11R0c0/?igshid=1r303a0iwwnms,0.0
Illumination Entertainment divulga datas das sequencias de 'Sing' e 'Minions',0.0
toda vez que fico com dor de cabeça me dá febre ????,1.0
Fui no médico por conta da minha falta de ar,1.0
Tosse nele de volta Olho por olho dente por dente,0.0
To com falta de ar dnv,1.0
Eu tenho asma e é exatamente assim que fico em crises n da pra respirar o peito parece q vai explodir vc n consegue encontrar ar nem pra falar já fiquei com tanta falta de ar que cheguei a desmaiar agr imagine algm com asma e infectado? Deus me proteja,0.0
Que tosse hein e na mao,1.0
ELES VÃO VER O QUE É BOM PRA TOSSE ALÉM DA DENGUE APROVEITE LEVE TAMBÉM 2 CAIXAS DE H1N1.ELES MEXERAM COM O PAÍS ERRADO,0.0
A primeira infectada do corona no #BBB. Já está delirando de febre,0.0
Claro na falta de termômetro ninguém tem febre.,0.0
é muito difícil reconhecer se é a típica tosse da rinite da fumante ou do corona,1.0
to com falta de ar desde ontem o medo de estar com corona faz minha ansiedade atacar e tudo fica uma bosta,1.0
Ele tem médico particular e apresentou sintomas sim. Tem vídeos dele tossindo na entrevista coletiva com máscaras e um vídeo que os olhos estão bem vermelhos parecendo indicar febre. Deve ter tomado o remédio sem autorização e agora não pode falar que funciona kkk,0.0
Minha mãe me fez passar álcool em gel em todas as portas da casa que eu encostei pq hoje eu tô com um pouco de falta de ar e tossindo...,1.0
ótimo momento para arder em febre.. puta merda,1.0
Dia 48 - 20/04/2020. Alguns registros do meu dia. Postei 01 vídeos hj Comecei a ficar dodói com febre começo da noite. Tomei remédio que o Pediatra passou pra evitar hospital de 6hs em 6hs e… https://www.instagram.com/p/B_TaSq4pmVB/?igshid=1cps048m002aa,0.0
Não tenho paciência nenhuma pra ficar lendo thread como alguém perde tanto tempo fazendo isso kkk mds e tá a maior febre esse negócio de thread,0.0
Globo e Grande Imprensa lembrem-se do Sarampo o Coronavírus vai diluir rapidamente sarampo febre amarela paralisia infantil estão aí os Pais politicamente corretos põe seus filhos e parentes em risco.,0.0
Olha vc é ansiosa né? Cuida da cuca talvez seja uma gripe comum e a falta de ar vem daí :),1.0
Uma febre causada pelo pós operatório Nada ainda que o impeça de disparar alguns mísseis de longo alcance sobre seus desafetos,0.0
E meu pai q já tosse todo dia por causa da tireóide? Cada tosse aumenta a preocupação.,1.0
Só de olhar vc ja sente uma falta de ar  ja quer colocar uma máscara pra se proteger da radiação,0.0
Vizinha tendo acesso de tosse vou borrifar álcool na minha porta,1.0
eu to me sentindo extremamente quente minha boca e minha língua estão queimando fui ver se estou com febre= 36 6 acho que to ficando louca,0.0
#perguntacorona eu tenho bronquite asmatica mas só uso bombinha quando estou com crise forte há 2 dias tenho sentido um pouco de falta de ar e quando eu ando me canso fácil devo usa-la? o que devo fazer?,1.0
colega de trabalho da minha irmã saiu do trabalho hoje em pânico tossindo e com muita falta de ar. foi ao hospital e não fizeram o teste do corona nela apenas internaram com o diagnóstico de pneumonia.,1.0
Isso é tosse ?,1.0
eu não acredito que eu tô com tosse não dá pra ter PAZ,1.0
Passei tanto frio de noite que acordei com febre,1.0
E em meio a essa crise a dúvida q não sai da minha cabeça quando ando rápido é: é falta de ar sedentárismo ou os dois??,1.0
para minha mãe a culpa do minha tosse é a) mudança de estação b) crise de rinite que sempre me ataca em mudança de estação c) a tatuagem que eu fiz a 6 meses atrás,0.0
Alguns ficaram preocupados então venho trazer boas notícias. Depois do episódio da falta de ar os sintomas estão diminuindo. Essa noite felizmente consegui dormir e acordei sem febre. A tosse e dores no corpo ainda estão aqui. Parece quando fui a academia pela primeira vez...,1.0
Meu pai tentou fazer home office mas meu irmãzinho pequeno não deixou e ele foi pro trabalho. Tem febre e tosse ha 10 dias está internado há 4 positivo Covid-19... talvez se tivesse ficado em casa...,1.0
ONU comunista! Quem tá certo é o Bozonauro que tosse/espirra na mão e cumprimenta os cidadãos de bem na sequência!,0.0
Por favor se você não acredita no poder destruidor do covid-19... Quando começar a sentir sintomas e esses sintomas evoluir pra uma falta de ar fique em casa. Não roube respiradores de pessoas que tomaram todo cuidado mas são da área da saúde limpeza e segurança.,1.0
Já já tem vídeo novo no nosso TikTok (user: afebre),0.0
Volto pro hospital sem conseguir respirar com febre de quase 40°C e dizem que não podem fazer nada e não dão resposta do que eu tenho só dizem pra não sair de casa. A preocupação com o brasileiro pelo visto é bem seletiva.,1.0
Tô começando a sentir falta de ar e eu não sei se é por causa da ansiedade kk,1.0
De noite essa tosse sempre piora,1.0
A tiarinha que toda menina tinha  virou febre kkkkkkk,0.0
Ficando com falta de ar,1.0
Mas quem coleta exame diagnóstico e quem não? SOMENTE casos graves que basicamente são pessoas com insuficiência respiratória (com alteração de oxigênio no sangue e não só falta de ar) e pacientes febris que não cessam a febre +,0.0
Acordar com falta de ar e não saber se é minha bronquite  gripe ou coronga.,1.0
e a febre teen faz tudo,0.0
to com falta de ar,1.0
O que está esperando pra decretar que tudo deve fechar? Algum caso finalmente confirmar ou termos algumas mortes? Pq sem querer ser chato na empresa que eu trabalho motorista nosso está com muita falta de ar tosse e catarro. Detalhe minha esposa que recepcionou ele na empresa,1.0
#Zombies2 traz mensagens sobre aceitar as diferenças amizade e amor ao próximo https://febreteen.com.br/2020/03/zombies-2-traz-mensagens-sobre-aceitar-as-diferencas-amizade-e-amor-ao-proximo/,0.0
Cara como pode pessoas morrendo por falta de ar. Prende a respiração por 10 seg... Agora comece a dar valor as coisas simples o simples é ESSENCIAL.,1.0
